Año,Municipio,rango tamaño predial,cantidad de predios,área (Ha),cantidad de propietarios,área(Ha)/propetario
2020,Montería,"A1.Hasta 0,5 ha",8778,1293.8790999999883,9744,0.13278726395730586
2020,Montería,"A2.Mayor a 0,5 ha - hasta 1 ha",1263,966.71259999999961,1604,0.60268865336658328
2020,Montería,"A3.Mayor a 1 ha - hasta 2,5 ha",1856,3280.6972999999925,2414,1.3590295360397648
2020,Montería,"A4.Mayor a 2,5 ha - hasta 3 ha",395,1141.1662999999999,501,2.2777770459081834
2020,Montería,B1.Mayor a 3 ha - hasta 5 ha,1308,5699.4877000000033,1717,3.3194453698311026
2020,Montería,B2.Mayor a 5 ha - hasta 10 ha,2308,17394.854299999977,3218,5.4054861093847038
2020,Montería,C1.Mayor a 10 ha - hasta 20 ha,2082,29777.068000000101,2969,10.029325698888549
2020,Montería,D1.Mayor a 20 ha - hasta 50 ha,1523,45976.774900000033,2360,19.481684279661032
2020,Montería,D2.Mayor a 50 ha - hasta 100 ha,662,47314.385799999967,1007,46.985487388281996
2020,Montería,D3.Mayor a 100 ha - hasta 200 ha,369,49844.784799999878,564,88.377278014184185
2020,Montería,E1.Mayor a 200 ha - hasta 500 ha,210,60147.648099999911,421,142.86852280285015
2020,Montería,E2.Mayor a 500 ha - hasta 1000 ha,46,28458.668399999988,181,157.23021215469606
2020,Montería,E3.Mayor a 1000 ha - hasta 2000 ha,9,12171.871199999969,12,1014.3225999999974
2020,Montería,E4.Mayor a 2000 ha - hasta 5000 ha,2,3617.1113999999898,2,1808.5556999999949
2020,Purísima,"A1.Hasta 0,5 ha",153,27.699899999999985,154,0.17986948051948043
2020,Purísima,"A2.Mayor a 0,5 ha - hasta 1 ha",60,52.466200000000001,64,0.81978437500000001
2020,Purísima,"A3.Mayor a 1 ha - hasta 2,5 ha",185,338.82759999999979,207,1.6368483091787429
2020,Purísima,"A4.Mayor a 2,5 ha - hasta 3 ha",49,161.52669999999989,52,3.1062826923076901
2020,Purísima,B1.Mayor a 3 ha - hasta 5 ha,179,704.68300000000011,224,3.1459062500000003
2020,Purísima,B2.Mayor a 5 ha - hasta 10 ha,231,1702.9042999999992,331,5.1447259818731093
2020,Purísima,C1.Mayor a 10 ha - hasta 20 ha,158,2133.3641999999991,229,9.3160008733624409
2020,Purísima,D1.Mayor a 20 ha - hasta 50 ha,96,2826.9477999999995,165,17.133016969696968
2020,Purísima,D2.Mayor a 50 ha - hasta 100 ha,9,559.5935999999997,21,26.64731428571427
2020,Purísima,D3.Mayor a 100 ha - hasta 200 ha,11,1578.733499999998,15,105.24889999999986
2020,Purísima,E3.Mayor a 1000 ha - hasta 2000 ha,1,1493,1,1493
2020,San Andrés de Sotavento,"A1.Hasta 0,5 ha",634,262.47150000000011,650,0.40380230769230785
2020,San Andrés de Sotavento,"A2.Mayor a 0,5 ha - hasta 1 ha",328,455.02399999999989,339,1.3422536873156339
2020,San Andrés de Sotavento,"A3.Mayor a 1 ha - hasta 2,5 ha",607,1506.0382999999986,651,2.3134228878648213
2020,San Andrés de Sotavento,"A4.Mayor a 2,5 ha - hasta 3 ha",141,550.98019999999963,155,3.5547109677419333
